,item,index,level,area,log(area)
3606,level1_383,3,1,10580,9.26672070541229
3607,level1_383,4,1,23016,10.043944905231385
3608,level1_383,5,1,21970,9.997433165378656
3609,level1_384,0,1,23322,10.057152400080279
3610,level1_384,1,1,33810,10.428511895701932
3611,level1_384,2,1,18819,9.842622276764853
3612,level1_384,3,1,15755,9.664913054191375
3613,level1_384,4,1,14145,9.557116483735667
3614,level1_384,5,1,15870,9.672185813520455
3615,level1_385,0,1,34510,10.449004416092048
3616,level1_385,1,1,20664,9.936148334775677
3617,level1_385,2,1,21840,9.991498429858842
3618,level1_385,3,1,15990,9.679718805828
3619,level1_385,4,1,20148,9.91086030686554
3620,level1_385,5,1,17940,9.794788135612787
3621,level1_385,6,1,14659,9.59280976029003
3622,level1_385,7,1,24528,10.107570601111595
3623,level1_386,0,1,22080,10.00242750039103
3624,level1_386,1,1,25520,10.147217737458726
3625,level1_386,2,1,6200,8.732304571033183
3626,level1_386,3,1,10370,9.246672301223573
3627,level1_386,4,1,11224,9.325809621782296
3628,level1_386,5,1,27462,10.220558509881696
3629,level1_386,6,1,19008,9.852615222162372
3630,level1_386,7,1,10580,9.26672070541229
3631,level1_387,0,1,17835,9.788918097792992
3632,level1_387,1,1,35223,10.469454557298322
3633,level1_387,2,1,12236,9.412137705270794
3634,level1_387,3,1,25704,10.154401900795694
3635,level1_387,4,1,12420,9.42706335548747
3636,level1_387,5,1,14454,9.578726471842927
3637,level1_388,0,1,19044,9.85450737031441
3638,level1_388,1,1,10332,9.243001154215731
3639,level1_388,2,1,32742,10.396413936414287
3640,level1_388,3,1,25921,10.162808729968926
3641,level1_388,4,1,20148,9.91086030686554
3642,level1_388,5,1,12144,9.404590499635411
3643,level1_388,6,1,27104,10.207436597451782
3644,level1_389,0,1,16632,9.71908382953785
3645,level1_389,1,1,21252,9.964206287570834
3646,level1_389,2,1,18515,9.826336493347712
3647,level1_389,3,1,23010,10.043684183029411
3648,level1_389,4,1,23409,10.06087584278487
3649,level1_389,5,1,18515,9.826336493347712
3650,level1_389,6,1,23000,10.043249494911286
3651,level1_389,7,1,28336,10.251888360022615
3652,level1_389,8,1,15870,9.672185813520455
3653,level1_389,9,1,27938,10.237743048287497
3654,level1_39,0,1,20736,9.939626599152001
3655,level1_39,1,1,21970,9.997433165378656
3656,level1_39,2,1,39294,10.578827114446108
3657,level1_39,3,1,17940,9.794788135612787
3658,level1_39,4,1,27209,10.211303079907536
3659,level1_39,5,1,20010,9.903987427577778
3660,level1_39,6,1,17812,9.787627666441592
3661,level1_39,7,1,21170,9.96034036412891
3662,level1_39,8,1,26928,10.200921916430588
3663,level1_39,9,1,22149,10.005547627727275
3664,level1_39,10,1,16632,9.71908382953785
3665,level1_390,0,1,9775,9.187583384853566
3666,level1_390,1,1,22338,10.014044543100772
3667,level1_390,2,1,21970,9.997433165378656
3668,level1_390,3,1,8316,9.025936648977904
3669,level1_390,4,1,7056,8.861633597686627
3670,level1_390,5,1,22880,10.038018445493734
3671,level1_391,0,1,22338,10.014044543100772
3672,level1_391,1,1,35190,10.46851723031563
3673,level1_391,2,1,24633,10.111842286376898
3674,level1_391,3,1,16974,9.739438040529622
3675,level1_391,4,1,31096,10.344834472532058
3676,level1_391,5,1,26718,10.193092774549758
3677,level1_391,6,1,15990,9.679718805828
3678,level1_391,7,1,13432,9.505395198757377
3679,level1_391,8,1,25392,10.14218944276619
3680,level1_391,9,1,24528,10.107570601111595
3681,level1_391,10,1,23409,10.06087584278487
3682,level1_392,0,1,21970,9.997433165378656
3683,level1_392,1,1,17227,9.75423319944637
3684,level1_392,2,1,21840,9.991498429858842
3685,level1_392,3,1,15990,9.679718805828
3686,level1_392,4,1,3496,8.159374736775426
3687,level1_392,5,1,21114,9.95769160654964
3688,level1_393,0,1,11592,9.358070484000518
3689,level1_393,1,1,15006,9.616205400105674
3690,level1_393,2,1,14950,9.612466578818832
3691,level1_393,3,1,22080,10.00242750039103
3692,level1_393,4,1,14145,9.557116483735667
3693,level1_393,5,1,22218,10.008658050141667
3694,level1_393,6,1,12870,9.462654300590172
3695,level1_394,0,1,22185,10.00717166381301
3696,level1_394,1,1,16974,9.739438040529622
3697,level1_394,2,1,21840,9.991498429858842
3698,level1_394,3,1,17940,9.794788135612787
3699,level1_394,4,1,15990,9.679718805828
3700,level1_394,5,1,50531,10.83034228831376
3701,level1_394,6,1,22880,10.038018445493734
3702,level1_394,7,1,29624,10.296340122593449
3703,level1_394,8,1,18942,9.849136957786047
3704,level1_394,9,1,14145,9.557116483735667
3705,level1_394,10,1,41160,10.625222189947985
3706,level1_394,11,1,55476,10.923705773776225
3707,level1_394,12,1,24633,10.111842286376898
3708,level1_395,0,1,20064,9.906682443432647
3709,level1_395,1,1,12936,9.467769401256943
3710,level1_395,2,1,26000,10.165851817003619
3711,level1_395,3,1,20930,9.948938815440046
3712,level1_395,4,1,21114,9.95769160654964
3713,level1_395,5,1,14196,9.560715513766388
3714,level1_395,6,1,23409,10.06087584278487
3715,level1_395,7,1,25857,10.16033663631551
3716,level1_395,8,1,17227,9.75423319944637
3717,level1_395,9,1,22185,10.00717166381301
3718,level1_395,10,1,16044,9.683090226889943
3719,level1_395,11,1,36462,10.504025901363411
3720,level1_396,0,1,22632,10.027120112981404
3721,level1_396,1,1,24960,10.125029822483365
3722,level1_396,2,1,22185,10.00717166381301
3723,level1_396,3,1,18083,9.80272754938498
3724,level1_396,4,1,36120,10.494602007530922
3725,level1_396,5,1,15870,9.672185813520455
3726,level1_397,0,1,22880,10.038018445493734
3727,level1_397,1,1,28392,10.253862694326333
3728,level1_397,2,1,15622,9.656435456170243
3729,level1_397,3,1,26864,10.198542379317322
3730,level1_397,4,1,28497,10.257554097558293
3731,level1_397,5,1,39560,10.58557378573665
3732,level1_397,6,1,24830,10.119807878502213
3733,level1_397,7,1,32448,10.387394086950856
3734,level1_398,0,1,11224,9.325809621782296
3735,level1_398,1,1,39744,10.590214165293151
3736,level1_398,2,1,24288,10.097737680195356
3737,level1_398,3,1,47610,10.770798102188564
3738,level1_398,4,1,56115,10.935158435450356
3739,level1_398,5,1,22218,10.008658050141667
3740,level1_398,6,1,26200,10.173514689749188
3741,level1_398,7,1,29376,10.287933293420217
3742,level1_398,8,1,45461,10.724610094524913
3743,level1_399,0,1,11781,9.37424334324612
3744,level1_399,1,1,32384,10.385419752647138
3745,level1_399,2,1,25857,10.16033663631551
3746,level1_399,3,1,450,6.1092475827643655
3747,level1_399,4,1,32279,10.382172142969702
3748,level1_399,5,1,18942,9.849136957786047
3749,level1_399,6,1,16790,9.728538750071586
3750,level1_399,7,1,13284,9.494315582496638
3751,level1_399,8,1,25704,10.154401900795694
3752,level1_4,0,1,819,6.70808408385307
3753,level1_4,1,1,1443,7.274479558773871
3754,level1_4,2,1,759,6.63200177739563
3755,level1_4,3,1,1394,7.2399325913204695
3756,level1_4,4,1,1170,7.064759027791802
3757,level1_4,5,1,828,6.71901315438526
3758,level1_4,6,1,1519,7.325807502595773
3759,level1_4,7,1,1116,7.017506142941256
3760,level1_4,8,1,798,6.682108597449809
3761,level1_4,9,1,729,6.591673732008658
3762,level1_4,10,1,170,5.135798437050262
3763,level1_4,11,1,2288,7.7354333524996886
3764,level1_4,12,1,1560,7.352441100243583
3765,level1_40,0,1,15870,9.672185813520455
3766,level1_40,1,1,36616,10.508240582333478
3767,level1_40,2,1,35223,10.469454557298322
3768,level1_40,3,1,17835,9.788918097792992
3769,level1_40,4,1,7140,8.87346805533363
3770,level1_40,5,1,19520,9.879194859967084
3771,level1_40,6,1,29376,10.287933293420217
3772,level1_40,7,1,14168,9.55874117946267
3773,level1_40,8,1,26680,10.19166950002956
3774,level1_40,9,1,35420,10.475031911336824
3775,level1_400,0,1,528,6.269096283706261
3776,level1_400,1,1,1066,6.97166860472579
3777,level1_400,2,1,1408,7.249925536717988
3778,level1_400,3,1,1419,7.257707677160043
3779,level1_400,4,1,418,6.035481432524756
3780,level1_400,5,1,1419,7.257707677160043
3781,level1_400,6,1,810,6.697034247666484
3782,level1_400,7,1,1404,7.247080584585756
3783,level1_401,0,1,18942,9.849136957786047
3784,level1_401,1,1,12696,9.449042262206245
3785,level1_401,2,1,19044,9.85450737031441
3786,level1_401,3,1,16284,9.69793830962287
3787,level1_401,4,1,38088,10.547654550874356
3788,level1_401,5,1,22509,10.02167050821384
3789,level1_401,6,1,9660,9.175748927206564
3790,level1_401,7,1,15870,9.672185813520455
3791,level1_402,0,1,32844,10.39952435882868
3792,level1_402,1,1,32384,10.385419752647138
3793,level1_403,0,1,20930,9.948938815440046
3794,level1_403,1,1,20800,9.94270826568941
3795,level1_403,2,1,13910,9.540363284917488
3796,level1_403,3,1,20010,9.903987427577778
3797,level1_403,4,1,8370,9.032409163483521
3798,level1_403,5,1,8700,9.071078304642676
3799,level1_404,0,1,27209,10.211303079907536
3800,level1_404,1,1,24528,10.107570601111595
3801,level1_404,2,1,20544,9.930324206489688
3802,level1_404,3,1,23805,10.077650921628619
3803,level1_404,4,1,9471,9.155989777226102
3804,level1_404,5,1,13432,9.505395198757377
3805,level1_404,6,1,18666,9.834458966125691
3806,level1_405,0,1,17690,9.780754787153832
3807,level1_405,1,1,16100,9.686574550972555
3808,level1_405,2,1,34602,10.451666762843468
3809,level1_405,3,1,21400,9.971146201009942
3810,level1_405,4,1,30636,10.329931067029484
3811,level1_405,5,1,27048,10.205368344387722
3812,level1_405,6,1,17940,9.794788135612787
3813,level1_405,7,1,15622,9.656435456170243
3814,level1_405,8,1,16900,9.735068900911164
3815,level1_405,9,1,29624,10.296340122593449
3816,level1_406,0,1,10626,9.271059107010888
3817,level1_406,1,1,23153,10.049879640751199
3818,level1_406,2,1,22484,10.020559224121966
3819,level1_406,3,1,14784,9.601300793881466
3820,level1_406,4,1,40194,10.601473009736322
3821,level1_406,5,1,16974,9.739438040529622
3822,level1_406,6,1,20240,9.915416123401402
3823,level1_406,7,1,21648,9.982668350410568
3824,level1_406,8,1,21114,9.95769160654964
3825,level1_407,0,1,22880,10.038018445493734
3826,level1_407,1,1,25520,10.147217737458726
3827,level1_407,2,1,21970,9.997433165378656
3828,level1_407,3,1,13225,9.4898642567265
3829,level1_407,4,1,16900,9.735068900911164
3830,level1_407,5,1,25842,10.159756354282166
3831,level1_407,6,1,20960,9.950371138434978
3832,level1_408,0,1,21114,9.95769160654964
3833,level1_408,1,1,18515,9.826336493347712
3834,level1_408,2,1,11960,9.389323027504624
3835,level1_408,3,1,12420,9.42706335548747
3836,level1_408,4,1,20664,9.936148334775677
3837,level1_408,5,1,30912,10.338899737012245
3838,level1_408,6,1,35223,10.469454557298322
3839,level1_408,7,1,22885,10.038236953087743
3840,level1_409,0,1,24830,10.119807878502213
3841,level1_409,1,1,24505,10.106632457343649
3842,level1_409,2,1,16900,9.735068900911164
3843,level1_409,3,1,14812,9.603192942033504
3844,level1_409,4,1,18850,9.844268192876157
3845,level1_409,5,1,24426,10.103403417731034
3846,level1_409,6,1,20618,9.93391975965633
3847,level1_41,0,1,14017,9.548026157663058
3848,level1_41,1,1,28152,10.245373679001421
3849,level1_41,2,1,8372,9.03264808356589
3850,level1_41,3,1,13225,9.4898642567265
3851,level1_41,4,1,24794,10.118356967398093
3852,level1_41,5,1,28224,10.247927958806518
3853,level1_41,6,1,25921,10.162808729968926
3854,level1_41,7,1,14600,9.588776807696428
3855,level1_41,8,1,18078,9.802451008358355
3856,level1_41,9,1,31096,10.344834472532058
3857,level1_41,10,1,15860,9.671555495188839
3858,level1_410,0,1,25665,10.152883474994404
3859,level1_410,1,1,28336,10.251888360022615
3860,level1_410,2,1,25461,10.144903148637786
3861,level1_410,3,1,23506,10.0650109866928
3862,level1_410,4,1,35328,10.472431129636767
3863,level1_410,5,1,21316,9.967213243416673
3864,level1_411,0,1,36864,10.514990744055563
3865,level1_411,1,1,23562,10.067390523806065
3866,level1_411,2,1,24278,10.097325869457748
3867,level1_411,3,1,30751,10.333677793031093
3868,level1_411,4,1,18850,9.844268192876157
3869,level1_411,5,1,28152,10.245373679001421
3870,level1_411,6,1,38088,10.547654550874356
3871,level1_411,7,1,13910,9.540363284917488
3872,level1_412,0,1,20010,9.903987427577778
3873,level1_412,1,1,13100,9.480367509189243
3874,level1_412,2,1,26864,10.198542379317322
3875,level1_412,3,1,19126,9.858803944909488
3876,level1_412,4,1,13910,9.540363284917488
3877,level1_412,5,1,11628,9.361171261678766
3878,level1_412,6,1,6348,8.7558950816463
3879,level1_412,7,1,33631,10.423203539647567
3880,level1_412,8,1,10248,9.234837843576571
3881,level1_412,9,1,9328,9.140775908590273
3882,level1_413,0,1,12696,9.449042262206245
3883,level1_413,1,1,12696,9.449042262206245
3884,level1_413,2,1,6468,8.774622220696997
3885,level1_413,3,1,3726,8.223090551161533
3886,level1_414,0,1,8400,9.035986984831405
3887,level1_414,1,1,20618,9.93391975965633
3888,level1_414,2,1,13662,9.522373535291795
3889,level1_414,3,1,9394,9.14782646658694
3890,level1_414,4,1,21840,9.991498429858842
3891,level1_414,5,1,12305,9.417760962825156
3892,level1_415,0,1,7728,8.952605375892354
3893,level1_415,1,1,12696,9.449042262206245
3894,level1_415,2,1,13284,9.494315582496638
3895,level1_415,3,1,15300,9.635608107380527
3896,level1_415,4,1,15870,9.672185813520455
3897,level1_415,5,1,13161,9.485013189834323
3898,level1_415,6,1,12305,9.417760962825156
3899,level1_416,0,1,38208,10.550800196752274
3900,level1_416,1,1,28224,10.247927958806518
3901,level1_416,2,1,29900,10.305613759378778
3902,level1_416,3,1,23000,10.043249494911286
3903,level1_416,4,1,24840,10.120210536047415
3904,level1_416,5,1,17835,9.788918097792992
3905,level1_417,0,1,36864,10.514990744055563
3906,level1_417,1,1,24288,10.097737680195356
3907,level1_417,2,1,24633,10.111842286376898
3908,level1_417,3,1,23754,10.075506216334185
3909,level1_417,4,1,23506,10.0650109866928
3910,level1_417,5,1,12947,9.468619380058648
3911,level1_418,0,1,25254,10.136739837998626
3912,level1_418,1,1,22218,10.008658050141667
3913,level1_418,2,1,14454,9.578726471842927
3914,level1_418,3,1,34454,10.447380380006315
3915,level1_418,4,1,27209,10.211303079907536
3916,level1_418,5,1,8464,9.043577154098081
3917,level1_418,6,1,13225,9.4898642567265
3918,level1_419,0,1,17710,9.781884730776879
3919,level1_419,1,1,18515,9.826336493347712
3920,level1_419,2,1,23506,10.0650109866928
3921,level1_419,3,1,17227,9.75423319944637
3922,level1_419,4,1,17940,9.794788135612787
3923,level1_419,5,1,15768,9.665737848832556
3924,level1_419,6,1,27209,10.211303079907536
3925,level1_419,7,1,14040,9.549665677579801
3926,level1_419,8,1,41193,10.626023617989862
3927,level1_42,0,1,8239,9.01663425631559
3928,level1_42,1,1,15939,9.676524215119054
3929,level1_42,2,1,15129,9.624368710744834
3930,level1_42,3,1,14766,9.60008251961911
3931,level1_42,4,1,18819,9.842622276764853
3932,level1_42,5,1,20020,9.90448705286921
3933,level1_42,6,1,16192,9.692272572087193
3934,level1_42,7,1,17227,9.75423319944637
3935,level1_42,8,1,18515,9.826336493347712
3936,level1_42,9,1,11628,9.361171261678766
3937,level1_42,10,1,14030,9.548953173096507
3938,level1_42,11,1,28336,10.251888360022615
3939,level1_420,0,1,18515,9.826336493347712
3940,level1_420,1,1,6095,8.715224041915372
3941,level1_420,2,1,32039,10.374709189708955
3942,level1_420,3,1,25921,10.162808729968926
3943,level1_420,4,1,16974,9.739438040529622
3944,level1_420,5,1,12420,9.42706335548747
3945,level1_421,0,1,29624,10.296340122593449
3946,level1_421,1,1,18819,9.842622276764853
3947,level1_421,2,1,30976,10.340967990076303
3948,level1_421,3,1,32384,10.385419752647138
3949,level1_421,4,1,21114,9.95769160654964
3950,level1_421,5,1,57132,10.95311965898252
3951,level1_421,6,1,20240,9.915416123401402
3952,level1_422,0,1,20002,9.90358754753646
3953,level1_422,1,1,13552,9.514289416891836
3954,level1_422,2,1,24288,10.097737680195356
3955,level1_422,3,1,15548,9.651687291972113
3956,level1_422,4,1,18942,9.849136957786047
3957,level1_422,5,1,30015,10.309452535685944
3958,level1_422,6,1,14766,9.60008251961911
3959,level1_422,7,1,20664,9.936148334775677
3960,level1_423,0,1,16974,9.739438040529622
3961,level1_423,1,1,30447,10.323742746116928
3962,level1_423,2,1,9936,9.20391980417326
3963,level1_423,3,1,24288,10.097737680195356
3964,level1_423,4,1,25857,10.16033663631551
3965,level1_423,5,1,25760,10.15657818021829
3966,level1_423,6,1,13225,9.4898642567265
3967,level1_423,7,1,39744,10.590214165293151
3968,level1_424,0,1,11400,9.341368634382587
3969,level1_424,1,1,22338,10.014044543100772
3970,level1_424,2,1,22218,10.008658050141667
3971,level1_424,3,1,17572,9.77406200509567
3972,level1_424,4,1,12305,9.417760962825156
3973,level1_424,5,1,19642,9.885425409717719
3974,level1_424,6,1,37840,10.541122023165814
3975,level1_425,0,1,24633,10.111842286376898
3976,level1_425,1,1,36639,10.508868525839198
3977,level1_425,2,1,10974,9.30328411761892
3978,level1_425,3,1,9039,9.109303827798412
3979,level1_425,4,1,22448,10.018956802342242
3980,level1_425,5,1,10920,9.298351249298896
3981,level1_426,0,1,33327,10.414123158249833
3982,level1_426,1,1,38709,10.563827410119956
3983,level1_426,2,1,22218,10.008658050141667
3984,level1_426,3,1,45080,10.716193968153712
3985,level1_426,4,1,45954,10.735396175137648
3986,level1_426,5,1,28336,10.251888360022615
3987,level1_427,0,1,15990,9.679718805828
3988,level1_427,1,1,35024,10.463788819762645
3989,level1_427,2,1,19688,9.887764592070893
3990,level1_427,3,1,10455,9.254835611862735
3991,level1_427,4,1,11556,9.354960061586127
3992,level1_427,5,1,20148,9.91086030686554
3993,level1_427,6,1,9471,9.155989777226102
3994,level1_427,7,1,22880,10.038018445493734
3995,level1_427,8,1,5778,8.661812881026181
3996,level1_427,9,1,17710,9.781884730776879
3997,level1_428,0,1,21316,9.967213243416673
3998,level1_428,1,1,10005,9.210840247017833
3999,level1_428,2,1,9348,9.142917695658749
4000,level1_428,3,1,8132,9.003562174748238
4001,level1_428,4,1,12947,9.468619380058648
4002,level1_428,5,1,12154,9.4054136126953
4003,level1_429,0,1,19435,9.874830843286324
4004,level1_429,1,1,15515,9.64956257688248
4005,level1_429,2,1,14283,9.566825297862628
4006,level1_429,3,1,6900,8.83927669058535
4007,level1_429,4,1,12420,9.42706335548747
4008,level1_429,5,1,12397,9.425209786838147
4009,level1_429,6,1,20148,9.91086030686554
4010,level1_429,7,1,16836,9.731274729890462
4011,level1_43,0,1,19044,9.85450737031441
4012,level1_43,1,1,27695,10.229007170467204
4013,level1_43,2,1,12852,9.461254720235749
4014,level1_43,3,1,8239,9.01663425631559
4015,level1_43,4,1,10370,9.246672301223573
4016,level1_43,5,1,7728,8.952605375892354
4017,level1_43,6,1,12305,9.417760962825156
4018,level1_43,7,1,15860,9.671555495188839
4019,level1_43,8,1,15990,9.679718805828
4020,level1_43,9,1,14145,9.557116483735667
4021,level1_430,0,1,26496,10.184749057184986
4022,level1_430,1,1,31244,10.349582636730188
4023,level1_430,2,1,26928,10.200921916430588
4024,level1_430,3,1,16128,9.688312170871095
4025,level1_430,4,1,24674,10.11350533663141
4026,level1_430,5,1,44178,10.695982206596772
4027,level1_431,0,1,13000,9.472704636443673
4028,level1_431,1,1,46225,10.741276056255325
4029,level1_431,2,1,30976,10.340967990076303
4030,level1_431,3,1,13662,9.522373535291795
4031,level1_431,4,1,25921,10.162808729968926
4032,level1_431,5,1,18515,9.826336493347712
4033,level1_431,6,1,21114,9.95769160654964
4034,level1_431,7,1,15870,9.672185813520455
4035,level1_432,0,1,27104,10.207436597451782
4036,level1_432,1,1,64022,11.066982053273314
4037,level1_432,2,1,12305,9.417760962825156
4038,level1_432,3,1,10593,9.267948684596496
4039,level1_432,4,1,7935,8.97903863296051
4040,level1_432,5,1,36800,10.513253124157023
4041,level1_433,0,1,17835,9.788918097792992
4042,level1_433,1,1,25520,10.147217737458726
4043,level1_433,2,1,22448,10.018956802342242
4044,level1_433,3,1,32384,10.385419752647138
4045,level1_433,4,1,23184,10.051217664560463
4046,level1_433,5,1,17940,9.794788135612787
4047,level1_434,0,1,20787,9.94208307029549
4048,level1_434,1,1,24477,10.10548918009691
4049,level1_434,2,1,9860,9.19624144759668
4050,level1_434,3,1,27040,10.205072530156901
4051,level1_434,4,1,18308,9.815093401773533
4052,level1_434,5,1,19688,9.887764592070893
4053,level1_434,6,1,13908,9.540219493127752
4054,level1_434,7,1,21472,9.974505039771408
4055,level1_434,8,1,23562,10.067390523806065
4056,level1_434,9,1,16675,9.721665870783825
4057,level1_434,10,1,21025,9.953467484841148
4058,level1_434,11,1,33792,10.427979367065934
4059,level1_435,0,1,17835,9.788918097792992
4060,level1_435,1,1,9200,9.126958763037132
4061,level1_435,2,1,15515,9.64956257688248
4062,level1_435,3,1,21091,9.956601688185614
4063,level1_435,4,1,9200,9.126958763037132
4064,level1_435,5,1,22185,10.00717166381301
4065,level1_435,6,1,28152,10.245373679001421
4066,level1_435,7,1,9821,9.192278229157774
4067,level1_435,8,1,23920,10.082470208064567
4068,level1_435,9,1,34748,10.45587729537981
4069,level1_436,0,1,11316,9.333972932421458
4070,level1_436,1,1,16790,9.728538750071586
4071,level1_436,2,1,8500,9.047821442478408
4072,level1_436,3,1,14040,9.549665677579801
4073,level1_436,4,1,14812,9.603192942033504
4074,level1_436,5,1,11500,9.350102314351341
4075,level1_436,6,1,20010,9.903987427577778
4076,level1_437,0,1,13910,9.540363284917488
4077,level1_437,1,1,6545,8.786456678344
4078,level1_437,2,1,12200,9.409191230721348
4079,level1_437,3,1,13110,9.481130576757746
4080,level1_437,4,1,16100,9.686574550972555
4081,level1_437,5,1,13589,9.517015920920498
4082,level1_439,0,1,8855,9.088737550216933
4083,level1_439,1,1,13432,9.505395198757377
4084,level1_439,2,1,16974,9.739438040529622
4085,level1_439,3,1,18942,9.849136957786047
4086,level1_439,4,1,13110,9.481130576757746
4087,level1_439,5,1,23562,10.067390523806065
4088,level1_44,0,1,10580,9.26672070541229
4089,level1_44,1,1,17595,9.775370049755686
4090,level1_44,2,1,23322,10.057152400080279
4091,level1_44,3,1,32384,10.385419752647138
4092,level1_44,4,1,22185,10.00717166381301
4093,level1_44,5,1,21840,9.991498429858842
4094,level1_44,6,1,16974,9.739438040529622
4095,level1_440,0,1,9471,9.155989777226102
4096,level1_440,1,1,22218,10.008658050141667
4097,level1_440,2,1,13910,9.540363284917488
4098,level1_440,3,1,13910,9.540363284917488
4099,level1_440,4,1,13161,9.485013189834323
4100,level1_440,5,1,21025,9.953467484841148
4101,level1_440,6,1,13161,9.485013189834323
4102,level1_440,7,1,8400,9.035986984831405
4103,level1_440,8,1,12305,9.417760962825156
4104,level1_440,9,1,10920,9.298351249298896
4105,level1_440,10,1,19890,9.897972371848018
4106,level1_440,11,1,14884,9.608042089466514
4107,level1_441,0,1,11316,9.333972932421458
4108,level1_441,1,1,17556,9.773151050808124
4109,level1_441,2,1,21648,9.982668350410568
4110,level1_441,3,1,16371,9.703266755854342
4111,level1_441,4,1,18216,9.810055607743575
4112,level1_441,5,1,9844,9.194617411510947
4113,level1_441,6,1,10626,9.271059107010888
4114,level1_441,7,1,16113,9.68738167857357
4115,level1_441,8,1,12052,9.396985900250192
4116,level1_441,9,1,29414,10.28922603046026
4117,level1_441,10,1,13176,9.486152271857476
4118,level1_442,0,1,9660,9.175748927206564
4119,level1_442,1,1,23506,10.0650109866928
4120,level1_442,2,1,15860,9.671555495188839
4121,level1_442,3,1,13910,9.540363284917488
4122,level1_442,4,1,23345,10.058138107405037
4123,level1_442,5,1,12052,9.396985900250192
4124,level1_442,6,1,15768,9.665737848832556
4125,level1_442,7,1,11316,9.333972932421458
4126,level1_442,8,1,33792,10.427979367065934
4127,level1_442,9,1,11500,9.350102314351341
4128,level1_443,0,1,16974,9.739438040529622
4129,level1_443,1,1,16100,9.686574550972555
4130,level1_443,2,1,18850,9.844268192876157
4131,level1_443,3,1,21114,9.95769160654964
4132,level1_443,4,1,24830,10.119807878502213
4133,level1_443,5,1,13100,9.480367509189243
4134,level1_443,6,1,23345,10.058138107405037
4135,level1_443,7,1,6900,8.83927669058535
4136,level1_443,8,1,16974,9.739438040529622
4137,level1_443,9,1,8400,9.035986984831405
4138,level1_443,10,1,15870,9.672185813520455
4139,level1_444,0,1,32231,10.38068400132164
4140,level1_444,1,1,10080,9.21830854162536
4141,level1_444,2,1,15645,9.657906656102982
4142,level1_444,3,1,9238,9.13108069099055
4143,level1_444,4,1,10614,9.26992916338784
4144,level1_444,5,1,17292,9.757999245787522
4145,level1_445,0,1,9844,9.194617411510947
4146,level1_445,1,1,17958,9.795790977080754
4147,level1_445,2,1,9660,9.175748927206564
4148,level1_445,3,1,11661,9.364005219520333
4149,level1_445,4,1,13284,9.494315582496638
4150,level1_445,5,1,10010,9.211339872309265
4151,level1_446,0,1,33800,10.42821608147111
4152,level1_446,1,1,39537,10.584992221312
4153,level1_446,2,1,17664,9.779283949076822
4154,level1_446,3,1,18078,9.802451008358355
4155,level1_446,4,1,19044,9.85450737031441
4156,level1_446,5,1,15860,9.671555495188839
4157,level1_446,6,1,11500,9.350102314351341
4158,level1_446,7,1,39072,10.57316137691043
4159,level1_446,8,1,31096,10.344834472532058
4160,level1_446,9,1,10580,9.26672070541229
4161,level1_446,10,1,18980,9.85114107216392
4162,level1_446,11,1,37960,10.544288252723865
4163,level1_447,0,1,23920,10.082470208064567
4164,level1_447,1,1,33792,10.427979367065934
4165,level1_447,2,1,28860,10.270211832327862
4166,level1_447,3,1,45770,10.731384133647687
4167,level1_447,4,1,13432,9.505395198757377
4168,level1_447,5,1,12052,9.396985900250192
4169,level1_447,6,1,23360,10.058780436942163
4170,level1_447,7,1,32384,10.385419752647138
4171,level1_447,8,1,23345,10.058138107405037
4172,level1_447,9,1,21316,9.967213243416673
4173,level1_447,10,1,11960,9.389323027504624
4174,level1_447,11,1,16900,9.735068900911164
4175,level1_447,12,1,18666,9.834458966125691
4176,level1_448,0,1,30912,10.338899737012245
4177,level1_448,1,1,13800,9.532423871145296
4178,level1_448,2,1,37464,10.531135750863378
4179,level1_448,3,1,18515,9.826336493347712
4180,level1_448,4,1,34776,10.456682772668628
4181,level1_448,5,1,19044,9.85450737031441
4182,level1_448,6,1,15006,9.616205400105674
4183,level1_448,7,1,20700,9.93788897925346
4184,level1_448,8,1,28566,10.259972478422574
4185,level1_448,9,1,17700,9.78131991856192
4186,level1_448,10,1,21648,9.982668350410568
4187,level1_448,11,1,22008,9.99916130260441
4188,level1_448,12,1,18400,9.820105943597078
4189,level1_449,0,1,6468,8.774622220696997
4190,level1_449,1,1,22149,10.005547627727275
4191,level1_449,2,1,23345,10.058138107405037
4192,level1_449,3,1,17710,9.781884730776879
4193,level1_449,4,1,21160,9.959867885972235
4194,level1_449,5,1,24830,10.119807878502213
4195,level1_449,6,1,57352,10.956962995532708
4196,level1_449,7,1,22185,10.00717166381301
4197,level1_45,0,1,16836,9.731274729890462
4198,level1_45,1,1,23716,10.073905204827259
4199,level1_45,2,1,14280,9.566615235893575
4200,level1_45,3,1,43608,10.682995898744117
4201,level1_45,4,1,18083,9.80272754938498
4202,level1_45,5,1,13800,9.532423871145296
4203,level1_45,6,1,21091,9.956601688185614
4204,level1_45,7,1,14600,9.588776807696428
4205,level1_45,8,1,39294,10.578827114446108
4206,level1_45,9,1,11781,9.37424334324612
4207,level1_45,10,1,13685,9.52405562147478
4208,level1_45,11,1,20148,9.91086030686554
4209,level1_45,12,1,21160,9.959867885972235
4210,level1_450,0,1,26680,10.19166950002956
4211,level1_450,1,1,39560,10.58557378573665
4212,level1_450,2,1,36616,10.508240582333478
4213,level1_450,3,1,46116,10.738915240352844
